Keyword,Page URL,LOCKED,Status,Action,Clicks,Position,Match Score,AI Score,Source,Redirect Processed,Keyword Replaced
bedroom art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,PENDING,242,5.3,50%,69.7,AI Suggestion,,
bedroom art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,PENDING,PENDING,213,5.7,50%,69.3,AI Suggestion,,
what colour goes well with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,KEEP,728,5,83%,86.7,AI Suggestion,,
what colour goes well with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-decorate-with-greige-colours-the-blend-of-grey-beige,,PENDING,LINK,21,8.8,50%,42.5,AI Suggestion,,
islamic art wall,https://aboutwallart.com/collections/wall-islamic-art,,PENDING,KEEP,102,11.4,100%,88.6,AI Suggestion,,
islamic art wall,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,LINK,1489,2.8,67%,80.5,AI Suggestion,,
islamic art wall,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,67%,79.1,AI Suggestion,,
islamic art wall,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,67%,78.3,AI Suggestion,,
islamic art wall,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,67%,78,AI Suggestion,,
islamic art wall,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,PENDING,LINK,213,5.7,67%,77.6,AI Suggestion,,
islamic art wall,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,PENDING,538,5.8,67%,77.5,AI Suggestion,,
islamic art wall,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,PENDING,PENDING,107,6.1,67%,77.2,AI Suggestion,,
islamic art wall,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,PENDING,299,6.4,67%,77,AI Suggestion,,
islamic art wall,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,PENDING,288,6.4,67%,76.9,AI Suggestion,,
lounge pictures,https://aboutwallart.com/products/wall-pictures-for-lounge-room-set-of-2-italian-lifestyle-wall-art-prints?variant=55748669211004&country=GB&currency=GBP,,PENDING,KEEP,1,2,100%,68.3,AI Suggestion,,
lounge pictures,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,LINK,198,7.8,50%,67.2,AI Suggestion,,
lounge pictures,https://aboutwallart.com/products/wall-pictures-for-lounge-room-set-of-2-italian-lifestyle-wall-art-prints?variant=55748669538684&country=GB&currency=GBP,,PENDING,LINK,2,4.6,100%,66,AI Suggestion,,
lounge pictures,https://aboutwallart.com/products/3-pictures-above-bed-set-of-3-framed-wall-art,,PENDING,LINK,48,4.7,50%,54.7,AI Suggestion,,
lounge pictures,https://aboutwallart.com/products/large-living-room-pictures-set-of-3-wall-art-prints,,PENDING,LINK,47,6.6,50%,52.5,AI Suggestion,,
lounge pictures,https://aboutwallart.com/products/large-frames-for-pictures-in-sizes-a4-a3-a2-20x30-in,,PENDING,PENDING,21,5.2,50%,46.1,AI Suggestion,,
lounge pictures,https://aboutwallart.com/products/bedroom-pictures-for-wall-set-of-3-art-prints?pr_prod_strat=pinned&pr_rec_id=f27b2b090&pr_rec_pid=8167995736350&pr_ref_pid=8167994065182&pr_seq=uniform,,PENDING,PENDING,1,1.2,50%,44.1,AI Suggestion,,
lounge pictures,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-pictures-for-living-room-grounded-neutral-colours,,PENDING,PENDING,17,7.5,50%,42.6,AI Suggestion,,
lounge pictures,https://aboutwallart.com/products/laundry-room-pictures-set-of-2-wall-art-prints,,PENDING,PENDING,7,4.5,50%,42.6,AI Suggestion,,
lounge pictures,https://aboutwallart.com/products/bedroom-pictures-for-wall-set-of-3-art-prints?variant=55160765251964,,PENDING,PENDING,1,3.1,50%,42.2,AI Suggestion,,
do beige and gray go together,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,KEEP,1362,4.3,75%,83.2,AI Suggestion,,
do beige and gray go together,https://aboutwallart.com/blogs/home-decor-inspiration/do-beige-and-grey-go-together,,PENDING,LINK,1,2.9,75%,54.9,AI Suggestion,,
do beige and gray go together,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/family-room-interiors-to-inspire-comfort-and-togetherness,,PENDING,LINK,3,9.6,50%,36.3,AI Suggestion,,
pictures for the bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,50%,69.7,AI Suggestion,,
pictures for the bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,PENDING,LINK,213,5.7,50%,69.3,AI Suggestion,,
pictures for the bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/the-case-for-empty-spaces-when-less-truly-is-more,,PENDING,LINK,102,6.5,50%,68.5,AI Suggestion,,
pictures for the bathroom,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,LINK,198,7.8,50%,67.2,AI Suggestion,,
pictures for the bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,50%,66.6,AI Suggestion,,
pictures for the bathroom,https://aboutwallart.com/products/art-prints-for-the-bathroom-set-of-3-wall-art-prints?pr_prod_strat=e5_desc&pr_rec_id=2d9082061&pr_rec_pid=8167974273310&pr_ref_pid=8167974076702&pr_seq=uniform,,PENDING,LINK,1,1.2,75%,56.6,AI Suggestion,,
pictures for the bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/transforming-spaces-the-power-of-japan-prints-and-feng-shui,,PENDING,PENDING,64,7.8,50%,56.4,AI Suggestion,,
pictures for the bathroom,https://aboutwallart.com/products/art-prints-for-the-bathroom-set-of-3-wall-art-prints?pr_prod_strat=pinned&pr_rec_id=7cfe23379&pr_rec_pid=8167974273310&pr_ref_pid=9013683388702&pr_seq=uniform,,PENDING,PENDING,2,1.8,75%,56.3,AI Suggestion,,
pictures for the bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/mistakes-when-estimating-the-size-of-a-frame-for-wall-art,,PENDING,PENDING,49,5.4,50%,54.3,AI Suggestion,,
pictures for the bathroom,https://aboutwallart.com/products/small-pictures-for-bathrooms-set-of-3-framed-wall-art,,PENDING,PENDING,3,6.2,75%,52.2,AI Suggestion,,
3 wall art set,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,67%,80.5,AI Suggestion,,
3 wall art set,https://aboutwallart.com/products/floral-large-wall-prints-for-a-living-room-set-of-3-wall-art-prints,,DONE,LOCKED_TO_OTHER_KEYWORD,64,9.1,100%,80.1,AI Suggestion,,
3 wall art set,https://aboutwallart.com/products/3-pictures-above-bed-set-of-3-framed-wall-art,,DONE,LOCKED_TO_OTHER_KEYWORD,48,4.7,100%,79.7,AI Suggestion,,
3 wall art set,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,67%,79.1,AI Suggestion,,
3 wall art set,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,67%,78.3,AI Suggestion,,
3 wall art set,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,67%,78,AI Suggestion,,
3 wall art set,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,PENDING,PENDING,213,5.7,67%,77.6,AI Suggestion,,
3 wall art set,https://aboutwallart.com/products/large-living-room-pictures-set-of-3-wall-art-prints,,PENDING,PENDING,47,6.6,100%,77.5,AI Suggestion,,
3 wall art set,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,PENDING,538,5.8,67%,77.5,AI Suggestion,,
3 wall art set,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,PENDING,PENDING,107,6.1,67%,77.2,AI Suggestion,,
bathroom art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,100%,94.7,AI Suggestion,,
bathroom art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,DONE,LOCKED_TO_OTHER_KEYWORD,139,6.5,100%,93.5,AI Suggestion,,
bathroom art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,DONE,LOCKED_TO_OTHER_KEYWORD,225,8.4,100%,91.6,AI Suggestion,,
bathroom art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,LINK,1489,2.8,50%,72.2,AI Suggestion,,
bathroom art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,AI Suggestion,,
bathroom art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,AI Suggestion,,
bathroom art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-wall-decor-ideas-for-spa-like-spaces,,PENDING,PENDING,26,8.1,100%,69.7,AI Suggestion,,
bathroom art,https://aboutwallart.com/products/bathroom-artwork-prints-set-of-3-framed-wall-art-prints?pr_prod_strat=pinned&pr_rec_id=2502a320f&pr_rec_pid=8167972241694&pr_ref_pid=8167972897054&pr_seq=uniform,,PENDING,PENDING,2,1,100%,69.6,AI Suggestion,,
bathroom art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,PENDING,PENDING,213,5.7,50%,69.3,AI Suggestion,,
bathroom art,https://aboutwallart.com/products/framed-art-for-bathroom-set-of-3-green-botanical-wall-art?variant=47153193156894,,PENDING,PENDING,1,1.1,100%,69.2,AI Suggestion,,
art above fireplace,https://aboutwallart.com/collections/above-fireplaces,,PENDING,KEEP,164,7.3,100%,92.7,AI Suggestion,,
art above fireplace,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,PENDING,LINK,139,6.5,67%,76.8,AI Suggestion,,
art above fireplace,https://aboutwallart.com/products/3-pictures-above-bed-set-of-3-framed-wall-art,,PENDING,LINK,48,4.7,67%,63,AI Suggestion,,
art above fireplace,https://aboutwallart.com/collections/above-fireplaces?page=2,,PENDING,LINK,2,7.6,100%,63,AI Suggestion,,
art above fireplace,https://aboutwallart.com/products/3-pictures-above-bed-set-of-3-framed-wall-art?variant=55160998855036&country=GB&currency=GBP,,PENDING,LINK,4,6.1,67%,48.4,AI Suggestion,,
art above fireplace,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/discover-perfect-above-the-bed-decor-ideas,,PENDING,PENDING,15,9.7,67%,48.1,AI Suggestion,,
art above fireplace,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-big-should-wall-art-be-above-a-sofa/,,PENDING,PENDING,2,6.3,67%,47.6,AI Suggestion,,
art above fireplace,https://aboutwallart.com/products/3-pictures-above-bed-set-of-3-framed-wall-art?variant=55160998789500&country=GB&currency=GBP,,PENDING,PENDING,4,7,67%,47.6,AI Suggestion,,
art above fireplace,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-big-should-wall-art-be-above-a-sofa,,PENDING,PENDING,1,6.4,67%,47.2,AI Suggestion,,
art above fireplace,https://aboutwallart.com/products/3-pictures-above-bed-set-of-3-framed-wall-art?variant=55850603053436,,PENDING,PENDING,1,9.8,67%,43.8,AI Suggestion,,
wall art islamic,https://aboutwallart.com/collections/wall-islamic-art,,PENDING,KEEP,102,11.4,100%,88.6,AI Suggestion,,
wall art islamic,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,LINK,1489,2.8,67%,80.5,AI Suggestion,,
wall art islamic,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,67%,79.1,AI Suggestion,,
wall art islamic,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,67%,78.3,AI Suggestion,,
wall art islamic,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,67%,78,AI Suggestion,,
wall art islamic,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,PENDING,LINK,213,5.7,67%,77.6,AI Suggestion,,
wall art islamic,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,PENDING,538,5.8,67%,77.5,AI Suggestion,,
wall art islamic,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,PENDING,PENDING,107,6.1,67%,77.2,AI Suggestion,,
wall art islamic,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,PENDING,299,6.4,67%,77,AI Suggestion,,
wall art islamic,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,PENDING,288,6.4,67%,76.9,AI Suggestion,,
black and white prints set of 3,https://aboutwallart.com/products/new-york-white-and-black-art-for-living-room-set-of-3-wall-art-prints,,PENDING,KEEP,18,6.4,100%,69,AI Suggestion,,
black and white prints set of 3,https://aboutwallart.com/products/black-and-white-japanese-art-set-of-3-wall-art-prints,,PENDING,LINK,10,4.4,100%,68.6,AI Suggestion,,
black and white prints set of 3,https://aboutwallart.com/products/white-and-black-prints-set-of-3-wall-art-prints?variant=55161173279100&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,,PENDING,LINK,2,2.5,100%,68.1,AI Suggestion,,
black and white prints set of 3,https://aboutwallart.com/products/manhattan-black-and-white-prints-set-of-3-wall-art-prints,,PENDING,LINK,7,5.7,100%,66.4,AI Suggestion,,
black and white prints set of 3,https://aboutwallart.com/products/artistic-black-and-white-wall-pictures-set-of-3-art-prints?variant=55849743352188,,PENDING,LINK,1,4.2,100%,66.2,AI Suggestion,,
black and white prints set of 3,https://aboutwallart.com/products/white-and-black-wall-art-set-of-3-prints?variant=55849557328252,,PENDING,PENDING,1,4.5,100%,65.8,AI Suggestion,,
black and white prints set of 3,https://aboutwallart.com/products/white-and-black-wall-art-set-of-3-prints,,PENDING,PENDING,4,6.2,100%,65,AI Suggestion,,
black and white prints set of 3,https://aboutwallart.com/products/white-and-black-prints-set-of-3-wall-art-prints,,PENDING,PENDING,9,8.2,100%,64.6,AI Suggestion,,
black and white prints set of 3,https://aboutwallart.com/products/artistic-black-and-white-wall-pictures-set-of-3-art-prints,,PENDING,PENDING,6,7.7,100%,64.1,AI Suggestion,,
black and white prints set of 3,https://aboutwallart.com/products/black-and-white-line-art-for-bedroom-set-of-2-wall-art-prints,,PENDING,PENDING,2,8,100%,62.6,AI Suggestion,,
decoration islam,https://aboutwallart.com/collections/wall-islamic-art,,PENDING,KEEP,102,11.4,50%,63.6,AI Suggestion,,
decoration islam,https://aboutwallart.com/products/islamic-wall-art-in-the-uk-set-of-2-wall-art-prints?variant=44621641744670&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,,PENDING,LINK,2,1,50%,44.6,AI Suggestion,,
decoration islam,https://aboutwallart.com/products/office-wall-decorations-set-of-3-framed-wall-art-prints?pr_prod_strat=use_description&pr_rec_id=3499e27c1&pr_rec_pid=8167998587166&pr_ref_pid=8167999963422&pr_seq=uniform,,PENDING,LINK,2,1.3,50%,44.4,AI Suggestion,,
decoration islam,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/top-5-islamic-art-wall-ideas-revealed,,PENDING,LINK,19,7.3,50%,43.5,AI Suggestion,,
decoration islam,https://aboutwallart.com/products/islamic-wall-art-in-the-uk-set-of-2-wall-art-prints,,PENDING,LINK,18,7,50%,43.4,AI Suggestion,,
decoration islam,https://aboutwallart.com/products/islamic-wall-art-with-frame-for-living-room-set-of-3-prints,,PENDING,LINK,13,6.5,50%,42.4,AI Suggestion,,
decoration islam,https://aboutwallart.com/products/ramadan-mubarak-decorations-for-bedroom-set-of-3-wall-art-prints?variant=55160762761596&country=GB&currency=GBP,,PENDING,PENDING,1,3.6,50%,41.7,AI Suggestion,,
decoration islam,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/dive-into-the-rich-history-of-islamic-calligraphy-wall-art,,PENDING,PENDING,11,7.3,50%,41,AI Suggestion,,
decoration islam,https://aboutwallart.com/products/bathroom-wall-decoration-set-of-2-framed-wall-art-prints,,PENDING,PENDING,1,4.7,50%,40.6,AI Suggestion,,
decoration islam,https://aboutwallart.com/products/islamic-prints-wall-art-for-hallway-decor?variant=47756502008094&country=GB&currency=GBP,,PENDING,PENDING,1,5.1,50%,40.2,AI Suggestion,,
asian decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/asian-home-decor-ideas-for-tranquil-nature-led-interiors,,PENDING,KEEP,66,8.6,100%,81.2,AI Suggestion,,
asian decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,67%,78,AI Suggestion,,
asian decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,PENDING,LINK,107,6.1,67%,77.2,AI Suggestion,,
asian decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,LINK,288,6.4,67%,76.9,AI Suggestion,,
asian decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,PENDING,LINK,139,6.5,67%,76.8,AI Suggestion,,
asian decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/masculine-home-decor-stylish-ideas-to-elevate-any-modern-space,,PENDING,PENDING,145,7.2,67%,76.2,AI Suggestion,,
asian decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/art-for-offices-inspiring-ideas-for-every-workspace,,PENDING,PENDING,101,7.8,67%,75.5,AI Suggestion,,
asian decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,PENDING,225,8.4,67%,74.9,AI Suggestion,,
asian decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/top-8-hallway-art-ideas-to-transform-your-space,,PENDING,PENDING,75,8.7,67%,67.1,AI Suggestion,,
asian decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/coastal-decor-bedroom-ideas-how-to-style-it,,PENDING,PENDING,57,7.9,67%,62.5,AI Suggestion,,
boho wall art for living room,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,KEEP,198,7.8,83%,83.8,AI Suggestion,,
boho wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,67%,78,AI Suggestion,,
boho wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,67%,74.9,AI Suggestion,,
boho wall art for living room,https://aboutwallart.com/products/floral-large-wall-prints-for-a-living-room-set-of-3-wall-art-prints,,DONE,LOCKED_TO_OTHER_KEYWORD,64,9.1,83%,71.8,AI Suggestion,,
boho wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,PENDING,LINK,213,5.7,50%,69.3,AI Suggestion,,
boho wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,PENDING,538,5.8,50%,69.2,AI Suggestion,,
boho wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,PENDING,PENDING,107,6.1,50%,68.9,AI Suggestion,,
boho wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,PENDING,288,6.4,50%,68.6,AI Suggestion,,
boho wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/the-case-for-empty-spaces-when-less-truly-is-more,,PENDING,PENDING,102,6.5,50%,68.5,AI Suggestion,,
boho wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,PENDING,PENDING,139,6.5,50%,68.5,AI Suggestion,,
canvas for living room,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,KEEP,198,7.8,75%,79.7,AI Suggestion,,
canvas for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/canvas-paintings-for-living-room,,PENDING,REPURPOSE,43,9.4,100%,73.5,AI Suggestion,,
canvas for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,50%,69.7,AI Suggestion,,
canvas for living room,https://aboutwallart.com/products/floral-large-wall-prints-for-a-living-room-set-of-3-wall-art-prints,,PENDING,LINK,64,9.1,75%,67.6,AI Suggestion,,
canvas for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-i-used-canvas-pictures-for-living-rooms,,DONE,LOCKED_TO_OTHER_KEYWORD,20,9,100%,67,AI Suggestion,,
canvas for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,PENDING,225,8.4,50%,66.6,AI Suggestion,,
canvas for living room,https://aboutwallart.com/products/wall-art-for-large-living-room-wall-set-of-3-floral-wall-art-prints,,PENDING,PENDING,30,8.2,75%,58.3,AI Suggestion,,
canvas for living room,https://aboutwallart.com/products/art-wall-for-living-room-set-of-3-wall-art-prints?pr_prod_strat=e5_desc&pr_rec_id=fbc83ae13&pr_rec_pid=8167993245982&pr_ref_pid=8167997440286&pr_seq=uniform,,PENDING,PENDING,7,1.7,75%,57.9,AI Suggestion,,
canvas for living room,https://aboutwallart.com/products/Framed-prints-living-room-set-of-3-framed-wall-art?pr_prod_strat=pinned&pr_rec_id=f88259ac0&pr_rec_pid=8168006418718&pr_ref_pid=8168006713630&pr_seq=uniform,,PENDING,PENDING,1,1,75%,56.8,AI Suggestion,,
canvas for living room,https://aboutwallart.com/products/new-york-white-and-black-art-for-living-room-set-of-3-wall-art-prints,,PENDING,PENDING,18,6.4,75%,56.5,AI Suggestion,,
kitchen artwork ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/quirky-kitchen-wall-art-ideas-for-fun-lived-in-spaces,,PENDING,KEEP,51,9.3,67%,59.3,AI Suggestion,,
kitchen artwork ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/the-best-art-for-a-kitchen-wall-ideas,,PENDING,LINK,51,12.9,67%,55.7,AI Suggestion,,
kitchen artwork ideas,https://aboutwallart.com/products/artwork-for-kitchen-walls-set-of-3-wall-art,,PENDING,LINK,5,7.3,67%,47.6,AI Suggestion,,
kitchen artwork ideas,https://aboutwallart.com/products/office-artwork-ideas-set-of-3-wall-art-prints?variant=55856593863036&country=GB&currency=GBP,,PENDING,LINK,1,6.7,67%,46.9,AI Suggestion,,
kitchen artwork ideas,https://aboutwallart.com/products/artwork-for-the-kitchen-set-of-3-framed-wall-art,,PENDING,LINK,4,8.7,67%,45.8,AI Suggestion,,
kitchen artwork ideas,https://aboutwallart.com/products/artwork-for-the-kitchen-set-of-3-framed-wall-art?variant=55160540463484&country=GB&currency=GBP,,PENDING,PENDING,2,10.5,67%,43.4,AI Suggestion,,
kitchen artwork ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/quirky-kitchen-wall-art-ideas-for-fun-lived-in-spaces#botanical-art,,PENDING,PENDING,1,10.5,67%,43.1,AI Suggestion,,
kitchen artwork ideas,https://aboutwallart.com/products/artwork-for-kitchen-walls-set-of-3-wall-art?variant=55160397169020&country=GB&currency=GBP,,PENDING,PENDING,1,10.7,67%,42.9,AI Suggestion,,
kitchen artwork ideas,https://aboutwallart.com/products/office-artwork-ideas-set-of-3-wall-art-prints?variant=55161850790268&country=GB&currency=GBP,,PENDING,PENDING,1,11.5,67%,42.1,AI Suggestion,,
kitchen artwork ideas,https://aboutwallart.com/cdn/shop/articles/quirky-kitchen-wall-art-ideas-for-fun-lived-in-spaces-7265243.png?v=1768947558&width=360,,PENDING,PENDING,2,19.4,67%,34.6,AI Suggestion,,
can grey and beige go together,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,KEEP,1362,4.3,80%,85.7,AI Suggestion,,
can grey and beige go together,https://aboutwallart.com/blogs/home-decor-inspiration/do-beige-and-grey-go-together,,PENDING,LINK,1,2.9,80%,57.4,AI Suggestion,,
art in offices,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/art-for-offices-inspiring-ideas-for-every-workspace,,PENDING,KEEP,101,7.8,100%,92.2,AI Suggestion,,
art in offices,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,LINK,1489,2.8,50%,72.2,AI Suggestion,,
art in offices,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,AI Suggestion,,
art in offices,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,AI Suggestion,,
art in offices,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,50%,69.7,AI Suggestion,,
